T,s,KL
2000,16,0.002427582498678035
2000,17,0.002034909056236862
2000,18,0.002727540385945087
2000,19,0.0024515135095062816
2000,20,0.0036389873942772647
2000,21,0.005141026007381755
2000,22,0.003504855699490533
2000,23,0.002478082283257616
2000,24,0.003055741358315067
2000,25,0.0038758998859112575
2000,26,0.006583149950377974
2000,27,0.00485094972681134
2000,28,0.0022883986363996674
2000,29,0.0035070248552236303
2000,30,0.003668097542539264
2000,31,0.0028893235723152994
2000,32,0.0029996055786708025
2000,33,0.0038795135665080876
2000,34,0.006365031725336727
2000,35,0.0039381839353274
2000,36,0.0018242290213488354
2000,37,0.006471632848673604
2000,38,0.0014909677435074025
2000,39,0.0021686853780448225
2000,40,0.0028355490144486035
2000,41,0.0061333108670496945
2000,42,0.002932167183742351
2000,43,0.00338231255648219
2000,44,0.0037012862194177425
2000,45,0.0034561770654470657
2000,46,0.0019559087485381517
2000,47,0.0015487583999350403
2000,48,0.003885739455982342
2000,49,0.0019849942149636687
2100,0,0.0010435873022678632
2100,1,0.008012840162675495
2100,2,0.0032209206609079403
2100,3,0.0040548958200352925
2100,4,0.0030909079589581142
2100,5,0.004355358979904786
2100,6,0.0016236949365738007
2100,7,0.0035683980880277136
2100,8,0.004027131996544704
2100,9,0.0068914247335819575
2100,10,0.0025789127691644405
2100,11,0.0039462361936797126
2100,12,0.003884297460077091
2100,13,0.0021363963264480327
2100,14,0.0025236667766203483
2100,15,0.002113329288698929
2100,16,0.002520866908058611
2100,17,0.0034329771058586446
2100,18,0.002760296709788111
2100,19,0.0038430121994620084
2100,20,0.0037932567378617605
2100,21,0.0016791093743394481
2100,22,0.0029186713276028965
2100,23,0.0031253280424507904
2100,24,0.002281111195847404
2100,25,0.003286691742392629
2100,26,0.0013595580602432692
2100,27,0.0014118338607651273
2100,28,0.002748042178474369
2100,29,0.002102072090842941
2100,30,0.0017123791754489561
2100,31,0.005128364314980908
2100,32,0.003904452981258925
2100,33,0.0035999416344894477
2100,34,0.005088954498368266
2100,35,0.0020711029808888207
2100,36,0.0031486184477014607
2100,37,0.0025817113738669543
2100,38,0.002556080723056599
2100,39,0.0036141901797925578
2100,40,0.0020217979996161985
2100,41,0.004680550977181036
2100,42,0.0025375483154880373
2100,43,0.005237067396688635
2100,44,0.0023031122144259964
2100,45,0.006447092829745205
2100,46,0.0015404514632670493
2100,47,0.0024061703756795404
2100,48,0.0067445562120131
2100,49,0.0013829475024232697
2200,0,0.0023017455793911995
2200,1,0.004904350585304227
2200,2,0.0033474781338520324
2200,3,0.0033891974439125795
2200,4,0.0022784786336302897
2200,5,0.004157265533520414
2200,6,0.0030791721506819407
2200,7,0.0037483583574223337
2200,8,0.00424753030840266
2200,9,0.0032958380000633995
2200,10,0.0018175179264154433
2200,11,0.002281685928476983
2200,12,0.0017683344923757338
2200,13,0.005923674170499513
2200,14,0.0067478757679412995
2200,15,0.001889737102468339
2200,16,0.0037029024718706963
2200,17,0.0019358111739446239
2200,18,0.0014520729109926771
2200,19,0.004512951677100502
2200,20,0.005159885331000629
2200,21,0.003909991716332711
2200,22,0.004735573926426071
2200,23,0.002413859628687922
2200,24,0.003372377527715343
2200,25,0.005247511480988933
2200,26,0.0020522855816985995
2200,27,0.0017620549498629052
2200,28,0.0014560162856842485
2200,29,0.002618919930435544
2200,30,0.002685995356002659
2200,31,0.0020299372735059587
2200,32,0.001518928454702887
2200,33,0.003723814669095478
2200,34,0.004082231529806574
2200,35,0.006622412437567111
2200,36,0.0053024872235055585
2200,37,0.0013511793815716832
2200,38,0.002576985068845262
2200,39,0.0011503373039247495
2200,40,0.0039197904860844525
2200,41,0.006171341832248198
2200,42,0.0018494752934044018
2200,43,0.0029603166073642875
2200,44,0.003553961951933462
2200,45,0.002628488488089404
2200,46,0.0026411454612785827
2200,47,0.0037028019848923586
2200,48,0.0028699567302175786
2200,49,0.0032617532211063833
2300,0,0.00625148804404051
2300,1,0.0024047676081803684
2300,2,0.002698059575465885
2300,3,0.003189739505385713
2300,4,0.002134153601243318
2300,5,0.0031860538218732803
2300,6,0.003004832241191588
2300,7,0.004504392807629449
2300,8,0.004462276561677481
2300,9,0.0035732258174530455
2300,10,0.0010200062602366416
2300,11,0.004761850643861871
2300,12,0.0014547522639102768
2300,13,0.0040947191192170235
2300,14,0.005440224259373468
2300,15,0.0045567709839187
2300,16,0.0030685822248468007
